#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 6.342510e+01
# initial gradient norm     = 4.776911e+00
# initial constraint norm   = 6.324495e+01
# iters     rel. res.        rel. grad.       rel. feas.       aug. res.        aug. grad.       aug. feas.       pred             pred. aug.       mu          
      1     9.921740e-01     9.468091e-01     9.965472e-01     9.958107e-01     0.000000e+00     9.988984e-01     -5.932793e-02     1.414123e-02     1.000000e+01
      2     9.901185e-01     8.751394e-01     1.000769e+00     9.968626e-01     0.000000e+00     9.952798e-01     -2.999372e-01     3.922557e-02     1.000000e+01
      3     9.804789e-01     9.923394e-01     9.792984e-01     9.982267e-01     0.000000e+00     9.913873e-01     -4.457188e+00     5.644063e-02     1.000000e+01
      4     9.665574e-01     1.112438e+00     9.509190e-01     9.857777e-01     0.000000e+00     9.729270e-01     -1.091123e+00     1.240701e-01     1.000000e+01
      5     9.508556e-01     1.190919e+00     9.237371e-01     9.768420e-01     0.000000e+00     9.558726e-01     -2.352997e+00     1.812759e-01     1.000000e+01
      6     9.398748e-01     1.270829e+00     9.005697e-01     9.601031e-01     0.000000e+00     9.360219e-01     -3.998522e-01     2.364411e-01     1.000000e+01
      7     9.163285e-01     1.427748e+00     8.491935e-01     9.423167e-01     0.000000e+00     9.111342e-01     -9.449373e-01     2.849262e-01     1.000000e+01
      8     8.340688e-01     1.683576e+00     6.958505e-01     8.863997e-01     0.000000e+00     7.992808e-01     -2.165806e+00     4.711940e-01     1.000000e+01
      9     8.256900e-01     1.715485e+00     6.769063e-01     8.621592e-01     0.000000e+00     7.424648e-01     -9.359375e-01     5.610210e-01     1.000000e+01
     10     7.479507e-01     1.747514e+00     5.592910e-01     8.144421e-01     0.000000e+00     6.314810e-01     -3.297324e+00     7.217779e-01     1.000000e+01
     11     6.790513e-01     1.730821e+00     4.588100e-01     7.511209e-01     0.000000e+00     5.288864e-01     -1.183138e+00     8.577102e-01     1.000000e+01
     12     5.770280e-01     1.617402e+00     3.274659e-01     6.745690e-01     0.000000e+00     3.750976e-01     -1.487656e+00     1.051480e+00     1.000000e+01
     13     5.625085e-01     1.596645e+00     3.092713e-01     6.513038e-01     1.795305e-01     2.371366e-01     -9.327804e-01     1.223016e+00     1.000000e+01
     14     5.266781e-01     1.537336e+00     2.667242e-01     6.813088e-01     1.997202e+00     5.926195e-02     -6.596269e-01     1.436010e+00     1.000000e+01
     15     5.195450e-01     1.526172e+00     2.575318e-01     6.813733e-01     2.119997e+00     3.370674e-02     -9.384140e-01     1.466127e+00     1.000000e+01
     16     4.945809e-01     1.470619e+00     2.344417e-01     6.791887e-01     2.213242e+00     1.157049e-02     -8.568041e-01     1.491664e+00     1.000000e+01
     17     4.846603e-01     1.451430e+00     2.232301e-01     6.670446e-01     2.193944e+00     6.675411e-03     -5.186880e-01     1.512652e+00     1.000000e+01
     18     4.731139e-01     1.424439e+00     2.129650e-01     6.426582e-01     2.055379e+00     1.851802e-02     -3.112108e-01     1.526906e+00     1.000000e+01
     19     4.666295e-01     1.411695e+00     2.055037e-01     6.098606e-01     1.901519e+00     2.622853e-02     -2.395506e-01     1.537931e+00     1.000000e+01
     20     4.617245e-01     1.401914e+00     1.998720e-01     5.830480e-01     1.771158e+00     3.247249e-02     -1.582331e-01     1.549196e+00     1.000000e+01
     21     4.582606e-01     1.393860e+00     1.966552e-01     5.610144e-01     1.635130e+00     4.175014e-02     -6.479887e-02     1.570962e+00     1.000000e+01
     22     4.564001e-01     1.389951e+00     1.946262e-01     6.473168e-01     2.008687e+00     3.151113e-02     2.419472e-03     1.631702e+00     1.000000e+01
     23     4.562485e-01     1.389499e+00     1.945541e-01     6.058870e-01     1.975351e+00     9.012947e-03     1.030239e-02     1.676046e+00     1.000000e+01
     24     4.550029e-01     1.387642e+00     1.926501e-01     5.893267e-01     1.812035e+00     2.919782e-02     -1.379068e-02     1.696552e+00     1.000000e+01
     25     4.498235e-01     1.376975e+00     1.867614e-01     5.952662e-01     1.764894e+00     4.169798e-02     5.719119e-03     1.710699e+00     1.000000e+01
     26     4.355008e-01     1.340423e+00     1.754037e-01     6.238258e-01     1.842607e+00     4.709717e-02     6.955370e-02     1.721299e+00     1.000000e+01
     27     4.194143e-01     1.303726e+00     1.588960e-01     7.681921e-01     2.353337e+00     5.168042e-02     1.273950e-01     1.749622e+00     1.000000e+01
     28     4.124821e-01     1.285185e+00     1.538078e-01     1.115432e+00     3.593127e+00     4.646501e-02     1.818484e-01     1.809825e+00     1.000000e+01
     29     4.077690e-01     1.274151e+00     1.489995e-01     1.303104e+00     4.264842e+00     3.462898e-02     2.070295e-01     1.860452e+00     1.000000e+01
     30     4.063975e-01     1.269970e+00     1.484101e-01     1.336104e+00     4.393169e+00     2.738196e-02     2.031199e-01     1.886074e+00     1.000000e+01
     31     4.060319e-01     1.268971e+00     1.481553e-01     1.289759e+00     4.245386e+00     2.353783e-02     2.089984e-01     1.901310e+00     1.000000e+01
     32     4.059004e-01     1.268777e+00     1.479236e-01     1.217756e+00     4.003496e+00     2.296442e-02     2.034894e-01     1.909214e+00     1.000000e+01
     33     4.039344e-01     1.264012e+00     1.460310e-01     1.162794e+00     3.814986e+00     2.396181e-02     1.817008e-01     1.913098e+00     1.000000e+01
     34     3.978800e-01     1.247701e+00     1.415664e-01     1.124753e+00     3.681589e+00     2.562620e-02     1.473716e-01     1.914910e+00     1.000000e+01
     35     3.900506e-01     1.228021e+00     1.344594e-01     1.112714e+00     3.638249e+00     2.653139e-02     1.141701e-01     1.915383e+00     1.000000e+01
     36     3.818903e-01     1.204585e+00     1.295917e-01     1.109602e+00     3.626059e+00     2.712263e-02     1.265137e-01     1.915520e+00     1.000000e+01
     37     3.763928e-01     1.190128e+00     1.250449e-01     1.110365e+00     3.627963e+00     2.737738e-02     1.325289e-01     1.915555e+00     1.000000e+01
     38     3.732679e-01     1.181647e+00     1.226816e-01     1.115468e+00     3.644174e+00     2.780050e-02     1.763712e-01     1.915648e+00     1.000000e+01
     39     3.725042e-01     1.179257e+00     1.224049e-01     1.125712e+00     3.678272e+00     2.807762e-02     1.810656e-01     1.915900e+00     1.000000e+01
     40     3.724865e-01     1.179191e+00     1.224076e-01     1.151330e+00     3.765729e+00     2.794001e-02     1.844547e-01     1.916822e+00     1.000000e+01
# negative curvature suspected
# trust-radius constraint active
# FLECS final (true) rel. res.  :   |res|/|res0| = 3.724698e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 1.224076e-01
# WARNING in FLECS: true residual norm and calculated residual norm do not agree.
# (res - beta)/res0 = -1.670358e-05
#-------------------------------------------------
# FLECS resolving at new radius
     40     4.074520e-01     1.179191e+00     1.224076e-01     4.074520e-01     1.179191e+00     2.729263e-02     1.844547e-01     1.560050e+00     1.000000e+01
# negative curvature suspected
# trust-radius constraint active
#-------------------------------------------------
# FLECS resolving at new radius
     40     4.074520e-01     1.179191e+00     1.224076e-01     4.074520e-01     1.179191e+00     5.689867e-02     1.844547e-01     1.453926e+00     1.000000e+01
# negative curvature suspected
# trust-radius constraint active
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 2.841608e-03
# initial residual norm     = 3.032319e-01
# initial gradient norm     = 2.173547e-01
# initial constraint norm   = 2.114391e-01
# iters     rel. res.        rel. grad.       rel. feas.       aug. res.        aug. grad.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.000000e+01
      1     9.985840e-01     9.964325e-01     1.000852e+00     1.000500e+00     0.000000e+00     9.998606e-01     -8.034104e-02     1.626039e-03     1.000000e+01
      2     9.984925e-01     9.957757e-01     1.001356e+00     1.001250e+00     0.000000e+00     9.995401e-01     -5.008614e-02     3.665988e-03     1.000000e+01
      3     9.974196e-01     9.948696e-01     1.000107e+00     1.001637e+00     0.000000e+00     9.986746e-01     -6.640439e-01     7.557835e-03     1.000000e+01
      4     9.967994e-01     9.966846e-01     9.969208e-01     1.002076e+00     0.000000e+00     9.968921e-01     -6.828938e-01     1.288146e-02     1.000000e+01
      5     9.959125e-01     9.991924e-01     9.924348e-01     1.000456e+00     0.000000e+00     9.932668e-01     -3.223087e-01     2.126498e-02     1.000000e+01
      6     9.958966e-01     9.996056e-01     9.919621e-01     1.000354e+00     0.000000e+00     9.899450e-01     -3.673851e-01     2.820169e-02     1.000000e+01
      7     9.939507e-01     9.988843e-01     9.887104e-01     1.000054e+00     0.000000e+00     9.847628e-01     -1.687925e+00     3.831629e-02     1.000000e+01
      8     9.905303e-01     9.979201e-01     9.826609e-01     9.988223e-01     0.000000e+00     9.823567e-01     -8.111207e-01     4.172422e-02     1.000000e+01
      9     9.903139e-01     9.997725e-01     9.802195e-01     9.981326e-01     0.000000e+00     9.799074e-01     -8.307016e-01     4.414312e-02     1.000000e+01
     10     9.769246e-01     1.012609e+00     9.377408e-01     9.933117e-01     0.000000e+00     9.612899e-01     -1.329679e+00     5.706454e-02     1.000000e+01
     11     9.737022e-01     1.013947e+00     9.292815e-01     9.896626e-01     0.000000e+00     9.531984e-01     -7.731182e-01     6.237150e-02     1.000000e+01
     12     9.710110e-01     1.020459e+00     9.158603e-01     9.867277e-01     0.000000e+00     9.400879e-01     -8.869029e-01     6.941931e-02     1.000000e+01
     13     9.481245e-01     1.059176e+00     8.144807e-01     9.796687e-01     0.000000e+00     9.169045e-01     -1.880425e+00     7.890376e-02     1.000000e+01
     14     9.390662e-01     1.071026e+00     7.755925e-01     9.677683e-01     0.000000e+00     8.882650e-01     -4.745386e+00     8.841898e-02     1.000000e+01
     15     8.959042e-01     1.068730e+00     6.662136e-01     9.129323e-01     0.000000e+00     7.124423e-01     -2.644980e+00     1.401549e-01     1.000000e+01
     16     8.699796e-01     1.072648e+00     5.837958e-01     8.878197e-01     0.000000e+00     5.393953e-01     -6.940358e-01     1.881775e-01     1.000000e+01
     17     8.586961e-01     1.072807e+00     5.480317e-01     8.934462e-01     0.000000e+00     3.935137e-01     -2.202374e+00     2.273596e-01     1.000000e+01
     18     8.451219e-01     1.069263e+00     5.106793e-01     9.044825e-01     5.046297e-01     2.988680e-01     -1.807674e+00     2.521359e-01     1.000000e+01
     19     8.258028e-01     1.052509e+00     4.816264e-01     9.174742e-01     8.777408e-01     1.939185e-01     -1.670851e+00     2.787778e-01     1.000000e+01
     20     8.106973e-01     1.048903e+00     4.348891e-01     9.226778e-01     1.107836e+00     9.600117e-02     -1.376201e-01     3.026233e-01     1.000000e+01
     21     7.880138e-01     1.030448e+00     3.938202e-01     9.169252e-01     1.246815e+00     1.828031e-02     -2.061326e-01     3.209896e-01     1.000000e+01
     22     7.682991e-01     1.013289e+00     3.592310e-01     9.047535e-01     1.219024e+00     2.394923e-02     -1.260038e-01     3.309401e-01     1.000000e+01
     23     7.530924e-01     9.998787e-01     3.316526e-01     8.848367e-01     1.108219e+00     6.606664e-02     -4.937845e-02     3.410969e-01     1.000000e+01
     24     7.417507e-01     9.897831e-01     3.104030e-01     8.670725e-01     1.025309e+00     9.205677e-02     -4.845439e-02     3.479055e-01     1.000000e+01
     25     7.338629e-01     9.832800e-01     2.932062e-01     8.386670e-01     1.002512e+00     8.131487e-02     -1.328998e-01     3.538651e-01     1.000000e+01
     26     7.225418e-01     9.727237e-01     2.718050e-01     8.057526e-01     1.030961e+00     4.485167e-02     -6.964651e-02     3.577723e-01     1.000000e+01
     27     7.029195e-01     9.539945e-01     2.334149e-01     7.833855e-01     1.056495e+00     1.748484e-02     -2.183152e-01     3.595132e-01     1.000000e+01
     28     6.896431e-01     9.410998e-01     2.056219e-01     7.635691e-01     1.044779e+00     9.654027e-03     -3.168265e-02     3.607260e-01     1.000000e+01
     29     6.738864e-01     9.241262e-01     1.776163e-01     7.543802e-01     1.001402e+00     2.341998e-02     -1.893625e-01     3.611233e-01     1.000000e+01
     30     6.476997e-01     8.935869e-01     1.379470e-01     7.509338e-01     9.834732e-01     2.911517e-02     -2.389591e-02     3.612108e-01     1.000000e+01
     31     6.055517e-01     8.407289e-01     8.521918e-02     7.501162e-01     9.790626e-01     3.051552e-02     -1.395396e-02     3.612154e-01     1.000000e+01
     32     5.712083e-01     7.946797e-01     6.101936e-02     7.507648e-01     9.824935e-01     2.943515e-02     -2.231592e-01     3.612184e-01     1.000000e+01
     33     5.491590e-01     7.647768e-01     4.683158e-02     7.519531e-01     9.888276e-01     2.742177e-02     -3.227804e-01     3.612350e-01     1.000000e+01
     34     5.149058e-01     7.176792e-01     3.180704e-02     7.529636e-01     9.945841e-01     2.553200e-02     -7.395028e-02     3.612611e-01     1.000000e+01
     35     4.962454e-01     6.916647e-01     3.078556e-02     7.543888e-01     1.002935e+00     2.273922e-02     -1.311249e-01     3.613106e-01     1.000000e+01
     36     4.853404e-01     6.765248e-01     2.866469e-02     7.550067e-01     1.007126e+00     2.126263e-02     -6.097251e-02     3.613400e-01     1.000000e+01
     37     4.788243e-01     6.675736e-01     2.477404e-02     7.553439e-01     1.010310e+00     2.004864e-02     6.480180e-02     3.613639e-01     1.000000e+01
     38     4.726639e-01     6.588538e-01     2.793787e-02     7.553263e-01     1.011389e+00     1.954965e-02     4.318096e-02     3.613729e-01     1.000000e+01
     39     4.696836e-01     6.545725e-01     3.076427e-02     7.551883e-01     1.011628e+00     1.935098e-02     7.181477e-02     3.613753e-01     1.000000e+01
     40     4.665540e-01     6.501627e-01     3.162474e-02     7.552769e-01     1.011679e+00     1.938627e-02     1.163161e-01     3.613756e-01     1.000000e+01
# negative curvature suspected
# trust-radius constraint active
# FLECS final (true) rel. res.  :   |res|/|res0| = 4.670092e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 3.162474e-02
# WARNING in FLECS: true residual norm and calculated residual norm do not agree.
# (res - beta)/res0 = 4.551860e-04
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 2.862463e-03
# initial residual norm     = 2.646372e-01
# initial gradient norm     = 1.611690e-01
# initial constraint norm   = 2.098986e-01
# iters     rel. res.        rel. grad.       rel. feas.       aug. res.        aug. grad.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.000000e+01
      1     9.985305e-01     9.947635e-01     1.000745e+00     1.000142e+00     0.000000e+00     9.999649e-01     -2.007691e-01     4.089412e-04     1.000000e+01
      2     9.978664e-01     9.916867e-01     1.001492e+00     1.000380e+00     0.000000e+00     9.998995e-01     -1.942336e+00     9.446552e-04     1.000000e+01
      3     9.976874e-01     9.924115e-01     1.000785e+00     1.000518e+00     0.000000e+00     9.996090e-01     -2.649513e+00     2.218804e-03     1.000000e+01
      4     9.934742e-01     9.930851e-01     9.937035e-01     1.000316e+00     0.000000e+00     9.992677e-01     -3.757817e+00     3.270075e-03     1.000000e+01
      5     9.934653e-01     9.927227e-01     9.939028e-01     1.000026e+00     0.000000e+00     9.984205e-01     -3.973450e+00     5.428986e-03     1.000000e+01
      6     9.916011e-01     9.962497e-01     9.888502e-01     9.983964e-01     0.000000e+00     9.963042e-01     -3.518451e+00     1.018593e-02     1.000000e+01
      7     9.913780e-01     9.980469e-01     9.874250e-01     9.979289e-01     0.000000e+00     9.946389e-01     -4.058403e+00     1.343968e-02     1.000000e+01
      8     9.877398e-01     9.966995e-01     9.824191e-01     9.974401e-01     0.000000e+00     9.938497e-01     -3.144871e+00     1.460853e-02     1.000000e+01
      9     9.855626e-01     1.003182e+00     9.750254e-01     9.967464e-01     0.000000e+00     9.923019e-01     -3.846534e+00     1.619753e-02     1.000000e+01
     10     9.725305e-01     1.022103e+00     9.420821e-01     9.943435e-01     0.000000e+00     9.877066e-01     -5.885306e+00     1.954513e-02     1.000000e+01
     11     9.711057e-01     1.029535e+00     9.349472e-01     9.927430e-01     0.000000e+00     9.850083e-01     -3.554545e+00     2.132285e-02     1.000000e+01
     12     9.699535e-01     1.034473e+00     9.298184e-01     9.904876e-01     0.000000e+00     9.800185e-01     -3.619262e+00     2.436664e-02     1.000000e+01
     13     9.529614e-01     1.063588e+00     8.812544e-01     9.868968e-01     0.000000e+00     9.737381e-01     -2.354122e+01     2.743403e-02     1.000000e+01
     14     9.314093e-01     1.086525e+00     8.264240e-01     9.840107e-01     0.000000e+00     9.688794e-01     -1.518322e+01     2.946661e-02     1.000000e+01
     15     9.139248e-01     1.120117e+00     7.668023e-01     9.742195e-01     0.000000e+00     9.515752e-01     -5.583318e+00     3.525446e-02     1.000000e+01
     16     8.978639e-01     1.131314e+00     7.258570e-01     9.566841e-01     0.000000e+00     9.179839e-01     -9.574089e+00     4.580685e-02     1.000000e+01
     17     8.687959e-01     1.134977e+00     6.635835e-01     9.065965e-01     0.000000e+00     8.111405e-01     -2.784846e+00     7.741516e-02     1.000000e+01
     18     8.498596e-01     1.144664e+00     6.128549e-01     8.658321e-01     0.000000e+00     6.607421e-01     -3.328258e+00     1.200221e-01     1.000000e+01
     19     8.343211e-01     1.149975e+00     5.716706e-01     8.522293e-01     0.000000e+00     5.357415e-01     -1.408957e+00     1.540595e-01     1.000000e+01
     20     8.208152e-01     1.156277e+00     5.317000e-01     8.536335e-01     0.000000e+00     4.045306e-01     -9.035520e-01     1.885307e-01     1.000000e+01
     21     8.070997e-01     1.155401e+00     4.984037e-01     8.678686e-01     0.000000e+00     2.781903e-01     -7.582346e-01     2.207796e-01     1.000000e+01
     22     7.996311e-01     1.159569e+00     4.729089e-01     8.789717e-01     6.653538e-01     2.029912e-01     -1.082306e+00     2.395270e-01     1.000000e+01
     23     7.815178e-01     1.153051e+00     4.324409e-01     8.796512e-01     9.620498e-01     1.436368e-01     -6.232939e-01     2.538789e-01     1.000000e+01
     24     7.708499e-01     1.151817e+00     4.029365e-01     8.758975e-01     1.139538e+00     9.527760e-02     -4.727755e-01     2.653367e-01     1.000000e+01
     25     7.575149e-01     1.143194e+00     3.763353e-01     8.663313e-01     1.273209e+00     4.980512e-02     -6.729487e-01     2.759070e-01     1.000000e+01
     26     7.510743e-01     1.142641e+00     3.562714e-01     8.577022e-01     1.358552e+00     1.704630e-02     -2.359759e-01     2.834579e-01     1.000000e+01
     27     7.411709e-01     1.135978e+00     3.352442e-01     8.494032e-01     1.384883e+00     3.379632e-03     -6.792743e-01     2.881665e-01     1.000000e+01
     28     7.279368e-01     1.126263e+00     3.073127e-01     8.400868e-01     1.335421e+00     1.477907e-02     -1.372313e+00     2.908322e-01     1.000000e+01
     29     7.156362e-01     1.117323e+00     2.793588e-01     8.229670e-01     1.265299e+00     2.784821e-02     -2.669330e-01     2.939730e-01     1.000000e+01
     30     7.056339e-01     1.109933e+00     2.552412e-01     8.054408e-01     1.198147e+00     3.879764e-02     -3.446048e-01     2.966976e-01     1.000000e+01
     31     6.967380e-01     1.101735e+00     2.366594e-01     7.876599e-01     1.133148e+00     4.809881e-02     -9.603966e-01     2.991383e-01     1.000000e+01
     32     6.848714e-01     1.091165e+00     2.088341e-01     7.697009e-01     1.070471e+00     5.585935e-02     -6.352943e-01     3.013285e-01     1.000000e+01
     33     6.734209e-01     1.079878e+00     1.825834e-01     7.535000e-01     1.016025e+00     6.168406e-02     -2.337137e-01     3.031355e-01     1.000000e+01
     34     6.605683e-01     1.063725e+00     1.627769e-01     7.342517e-01     9.542083e-01     6.720161e-02     -7.307169e-01     3.051063e-01     1.000000e+01
     35     6.476156e-01     1.047986e+00     1.384109e-01     7.193704e-01     9.085808e-01     7.050238e-02     -7.996011e-01     3.065242e-01     1.000000e+01
     36     6.326690e-01     1.027389e+00     1.180778e-01     6.948667e-01     8.336797e-01     7.508937e-02     -7.946848e-01     3.089459e-01     1.000000e+01
     37     6.249211e-01     1.016234e+00     1.090618e-01     6.702448e-01     7.489411e-01     8.047112e-02     -2.648530e-01     3.124643e-01     1.000000e+01
     38     6.206434e-01     1.009659e+00     1.061973e-01     6.698757e-01     7.083482e-01     8.762673e-02     -7.499604e-01     3.177481e-01     1.000000e+01
     39     6.159598e-01     1.003274e+00     9.823199e-02     7.062098e-01     7.674999e-01     9.350547e-02     -4.476343e-01     3.226976e-01     1.000000e+01
     40     6.095510e-01     9.941735e-01     8.877989e-02     7.313245e-01     8.177519e-01     9.569297e-02     -1.535146e-01     3.251821e-01     1.000000e+01
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 6.127877e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 8.877989e-02
# WARNING in FLECS: true residual norm and calculated residual norm do not agree.
# (res - beta)/res0 = 3.236731e-03
#-------------------------------------------------
# FLECS resolving at new radius
     40     6.176320e-01     9.941735e-01     8.877989e-02     6.176320e-01     9.941735e-01     2.164123e-02     -1.535146e-01     3.193294e-01     1.000000e+01
# negative curvature suspected
# trust-radius constraint active
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.119899e-03
# initial residual norm     = 2.645517e-01
# initial gradient norm     = 1.813861e-01
# initial constraint norm   = 1.925790e-01
# iters     rel. res.        rel. grad.       rel. feas.       aug. res.        aug. grad.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.000000e+01
      1     9.631983e-01     9.245921e-01     9.961956e-01     9.997683e-01     0.000000e+00     9.999878e-01     -1.362343e+01     1.414352e-04     1.000000e+01
      2     9.620920e-01     9.229839e-01     9.955010e-01     9.993722e-01     0.000000e+00     9.999631e-01     -5.493786e+00     3.560654e-04     1.000000e+01
      3     9.604951e-01     9.164783e-01     9.979201e-01     9.991785e-01     0.000000e+00     9.998632e-01     -8.364025e+00     7.600390e-04     1.000000e+01
      4     9.600505e-01     9.182037e-01     9.957033e-01     9.992306e-01     0.000000e+00     9.997308e-01     -1.413781e+01     1.166606e-03     1.000000e+01
      5     9.591201e-01     9.200063e-01     9.925300e-01     9.987295e-01     0.000000e+00     9.992823e-01     -5.637450e+00     2.243084e-03     1.000000e+01
      6     9.567801e-01     9.200079e-01     9.882574e-01     9.984423e-01     0.000000e+00     9.984459e-01     -7.482511e+00     4.045194e-03     1.000000e+01
      7     9.567729e-01     9.202683e-01     9.880291e-01     9.979237e-01     0.000000e+00     9.979240e-01     -7.296635e+00     5.012743e-03     1.000000e+01
      8     9.553671e-01     9.133109e-01     9.911841e-01     9.980136e-01     0.000000e+00     9.976666e-01     -5.932636e+00     5.368513e-03     1.000000e+01
      9     9.429733e-01     9.105693e-01     9.708151e-01     9.975807e-01     0.000000e+00     9.972821e-01     -2.590516e+01     5.698497e-03     1.000000e+01
     10     9.350194e-01     9.244649e-01     9.442839e-01     9.967579e-01     0.000000e+00     9.961176e-01     -1.369964e+01     6.492543e-03     1.000000e+01
     11     9.337719e-01     9.264389e-01     9.402294e-01     9.942652e-01     0.000000e+00     9.936195e-01     -5.889768e+00     8.112591e-03     1.000000e+01
     12     9.314170e-01     9.287114e-01     9.338107e-01     9.937732e-01     0.000000e+00     9.927226e-01     -1.468848e+01     8.565996e-03     1.000000e+01
     13     9.201525e-01     9.625862e-01     8.807985e-01     9.917041e-01     0.000000e+00     9.894619e-01     -4.536762e+01     9.815257e-03     1.000000e+01
     14     8.978034e-01     9.846244e-01     8.130575e-01     9.893324e-01     0.000000e+00     9.857932e-01     -9.995324e+00     1.101918e-02     1.000000e+01
     15     8.787561e-01     9.993296e-01     7.558590e-01     9.830923e-01     0.000000e+00     9.767009e-01     -3.516658e+01     1.352395e-02     1.000000e+01
     16     8.577562e-01     1.001652e+00     7.059618e-01     9.677971e-01     0.000000e+00     9.547054e-01     -4.677711e+00     1.931697e-02     1.000000e+01
     17     8.437248e-01     1.016826e+00     6.528069e-01     9.446062e-01     0.000000e+00     9.175417e-01     -4.777481e+00     2.861962e-02     1.000000e+01
     18     8.315094e-01     1.017639e+00     6.213473e-01     9.089948e-01     0.000000e+00     8.555049e-01     -8.471626e+00     4.367285e-02     1.000000e+01
     19     8.152913e-01     1.020952e+00     5.741771e-01     8.705777e-01     0.000000e+00     7.784890e-01     -1.232516e+00     6.167204e-02     1.000000e+01
     20     8.034421e-01     1.022639e+00     5.389108e-01     8.347507e-01     0.000000e+00     6.869765e-01     -9.783214e-01     8.251929e-02     1.000000e+01
     21     7.872893e-01     1.016898e+00     5.023170e-01     8.046642e-01     0.000000e+00     5.788191e-01     -1.445607e+00     1.065570e-01     1.000000e+01
     22     7.761272e-01     1.015506e+00     4.710618e-01     7.888155e-01     0.000000e+00     4.750541e-01     -1.164598e+00     1.291874e-01     1.000000e+01
     23     7.656745e-01     1.013601e+00     4.414918e-01     7.830458e-01     0.000000e+00     3.869072e-01     -7.983989e-01     1.480590e-01     1.000000e+01
     24     7.547882e-01     1.009883e+00     4.127396e-01     7.817531e-01     0.000000e+00     3.193860e-01     -1.091343e+00     1.622609e-01     1.000000e+01
     25     7.426386e-01     1.006227e+00     3.775705e-01     7.810672e-01     0.000000e+00     2.604462e-01     -1.578191e+00     1.744210e-01     1.000000e+01
     26     7.333171e-01     1.000797e+00     3.553378e-01     7.818707e-01     3.642748e-01     1.994980e-01     -1.569525e+00     1.868272e-01     1.000000e+01
     27     7.239886e-01     9.964916e-01     3.289957e-01     7.810631e-01     5.640097e-01     1.673630e-01     -1.903107e+00     1.932743e-01     1.000000e+01
     28     7.121919e-01     9.896926e-01     2.970625e-01     7.774220e-01     6.691033e-01     1.431607e-01     -1.817640e+00     1.980441e-01     1.000000e+01
     29     7.024675e-01     9.835502e-01     2.702552e-01     7.709676e-01     7.568309e-01     1.181572e-01     -1.603183e+00     2.028898e-01     1.000000e+01
     30     6.911189e-01     9.732576e-01     2.471021e-01     7.656988e-01     7.957061e-01     1.049034e-01     -2.384857e+00     2.054200e-01     1.000000e+01
     31     6.739208e-01     9.576748e-01     2.084475e-01     7.584795e-01     8.182079e-01     9.470013e-02     -3.587141e+00     2.073295e-01     1.000000e+01
     32     6.565768e-01     9.411425e-01     1.665878e-01     7.480336e-01     8.330833e-01     8.478447e-02     -2.400890e+00     2.091444e-01     1.000000e+01
     33     6.373918e-01     9.194611e-01     1.291941e-01     7.348060e-01     8.420369e-01     7.509373e-02     -2.308192e+00     2.108844e-01     1.000000e+01
     34     6.282115e-01     9.082969e-01     1.134353e-01     7.168418e-01     8.508755e-01     6.306022e-02     -2.793449e+00     2.130234e-01     1.000000e+01
     35     6.200057e-01     8.978681e-01     1.012355e-01     6.922108e-01     8.647923e-01     4.636797e-02     -3.257573e+00     2.159765e-01     1.000000e+01
     36     6.096428e-01     8.846578e-01     8.421043e-02     6.738983e-01     8.775806e-01     3.346954e-02     -2.898932e+00     2.182515e-01     1.000000e+01
     37     6.011725e-01     8.736781e-01     6.974287e-02     6.586515e-01     8.899473e-01     2.235137e-02     -3.143682e+00     2.202166e-01     1.000000e+01
     38     5.974988e-01     8.689194e-01     6.253368e-02     6.467510e-01     9.030179e-01     1.270190e-02     -3.815573e+00     2.219314e-01     1.000000e+01
     39     5.939215e-01     8.644108e-01     5.291608e-02     6.390001e-01     9.116532e-01     6.403002e-03     -2.834576e+00     2.230669e-01     1.000000e+01
     40     5.884142e-01     8.568255e-01     4.576888e-02     6.308078e-01     9.194762e-01     1.750978e-04     -4.062133e+00     2.242693e-01     1.000000e+01
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 5.891775e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 4.576888e-02
# WARNING in FLECS: true residual norm and calculated residual norm do not agree.
# (res - beta)/res0 = 7.633088e-04
#-------------------------------------------------
# FLECS resolving at new radius
     40     5.902977e-01     8.568255e-01     4.576888e-02     5.902977e-01     8.568255e-01     1.750978e-04     -4.062133e+00     2.242693e-01     1.000000e+01
# negative curvature suspected
